보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
흥덕2길 04 ,1,,충청북도 영동군 상촌면 흥덕2길 40 ,,36.0740256066,127.939158965,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕2길 05 ,1,,충청북도 영동군 상촌면 흥덕2길 46 건너 ,,36.073932983,127.938558418,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕2길 06 ,1,,충청북도 영동군 상촌면 흥덕3길 10 건너 ,,36.0806325428,127.94106711,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕3길 01 ,1,,충청북도 영동군 상촌면 흥덕3길 20 ,,36.0808545378,127.940798871,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕3길 02 ,1,,충청북도 영동군 상촌면 흥덕3길 26 건너 ,,36.0812794937,127.940390944,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕3길 03 ,1,,충청북도 영동군 상촌면 흑덕3길 30건너 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕3길 04 ,1,,충청북도 영동군 상촌면 흥덕4길 12 건너 ,,36.091052725,127.934760315,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕4길 01 ,1,,충청북도 영동군 상촌면 흥덕4길 20 건너 ,,36.0904614303,127.934775519,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕4길 02 ,1,,충청북도 영동군 상촌면 흥덕4길 27-4 건너 ,,36.089511533,127.935012979,한전주,043-740-3503,충청북도 영동군청,2016-09-23
흥덕4길 03 ,1,,충청북도 영동군 상촌면 흥덕리,,36.0747822665,127.938741684,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로10길 02 ,1,,충청북도 영동군 추풍령면 추풍령로10길15-6 ,,36.2084454508,128.003918517,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로10길 02-L1 ,1,,충청북도 영동군 추풍령면 추풍령로 10길 15-10 ,,36.2085753158,128.003906832,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로10길 03 ,1,,충청북도 영동군 추풍령면 추풍령로 10길 28 ,,36.2088245164,128.004279193,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로10길 04 ,1,,충청북도 영동군 추풍령면 추풍령리 추풍령로 10길 15 - 20 ,,36.2090504804,128.003984068,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로10길 04-L1  ,1,,충청북도 영동군 추풍령면 추풍령로 10길 20 ,,36.2081436109,128.004234909,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로10길 05 ,1,,충청북도 영동군 추풍령면 추풍령로1길 ,,36.2163230732,127.99770695,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로1길 01 ,1,,충청북도 영동군 추풍령면 추풍령로1길  ,,36.2163230732,127.99770695,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로1길 02 ,1,,충청북도 영동군 추풍령면 추풍령로1길  ,,36.2163230732,127.99770695,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로1길 03 ,1,,충청북도 영동군 추풍령면 추풍령로1길 ,,36.2163230732,127.99770695,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로1길 04 ,1,,충청북도 영동군 추풍령면 추풍령로1길  ,,36.2163230732,127.99770695,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로1길 05 ,1,,충청북도 영동군 추풍령면 추풍령로2길 4 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로2길 01 ,1,,충청북도 영동군 추풍령면 추풍령로2길 7 ,,36.2150776871,127.996623549,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로2길 02 ,1,,충청북도 영동군 추풍령면 추풍령로2길 21 ,,36.2146837361,127.998046444,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로2길 03 ,1,,충청북도 영동군 추풍령면 추풍령로2길 27-10 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로2길 04 ,1,,충청북도 영동군 추풍령면 추풍령로2길 29 ,,36.2149101816,127.998987905,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로2길 05 ,1,,충청북도 영동군 추풍령면 추풍령로2길 29 ,,36.2149101816,127.998987905,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로2길 06 ,1,,충청북도 영동군 추풍령면 추풍령로2길 43 ,,36.2150378156,128.000537528,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로2길 07 ,1,,충청북도 영동군 추풍령면 추풍령로2길 43 ,,36.2150378156,128.000537528,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로2길 08 ,1,,충청북도 영동군 추풍령면 추풍령로3길 8 ,,36.213872689,127.997182086,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로3길 01 ,1,,충청북도 영동군 추풍령면 추풍령로3길 12 ,,36.2140315442,127.997584441,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로3길 02 ,1,,충청북도 영동군 추풍령면 추풍령로3길 18 ,,36.2142242888,127.998245227,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로3길 03 ,1,,충청북도 영동군 추풍령면 추풍령로4길 5 ,,36.2123936323,127.999480792,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로4길 01 ,1,,충청북도 영동군 추풍령면 추풍령로 4안길 6 ,,36.2127091715,128.000111994,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로4길 01-R1 ,1,,충청북도 영동군 추풍령면 추풍령로4안길 6 ,,36.2127091715,128.000111994,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로4길 01-R2 ,1,,충청북도 영동군 추풍령면 추풍령로4길 15 ,,36.2132236123,127.998939775,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로4길 02 ,1,,충청북도 영동군 추풍령면 추풍령로4길 19 ,,36.2135663138,127.998908546,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로4길 03 ,1,,충청북도 영동군 추풍령면 추풍령로4길  ,,36.2131958945,127.99923745,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로4길 04 ,1,,충청북도 영동군 추풍령면 추풍령로4길  ,,36.2131958945,127.99923745,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로4길 05 ,1,,충청북도 영동군 추풍령면 추풍령로4안길6 ,,36.2127091715,128.000111994,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로4길01-R1 ,1,,충청북도 영동군 추풍령면 추풍령로 5길 8 ,,36.2114500603,127.999811293,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로5길 01 ,1,,충청북도 영동군 추풍령면 추풍령리 340-36,,36.2113347984,127.999800931,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로5길 01-L1 ,1,,충청북도 영동군 추풍령면 추풍령로 5길 4 ,,36.2117312295,127.999810422,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로5길 02 ,1,,충청북도 영동군 추풍령면 추풍령로5안길 6 ,,36.21155198,128.000555419,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로5길 03 ,1,,충청북도 영동군 추풍령면 추풍령로6길 6 ,,36.2115011447,128.001030716,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로6길 01 ,1,,충청북도 영동군 추풍령면 추풍령로6길 8 ,,36.2113131653,128.001095043,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로6길 02 ,1,,충청북도 영동군 추풍령면 추풍령로7길 1-13 ,,36.2127039015,128.002464995,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 01 ,1,,충청북도 영동군 추풍령면 추풍령로7길 1-12 ,,36.2125826507,128.002739233,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 02 ,1,,충청북도 영동군 추풍령면 추풍령로7길 3 ,,36.212155347,128.002542512,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 03 ,1,,충청북도 영동군 추풍령면 추풍령로7길 7-1 ,,36.2122814104,128.002984484,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 03-L1 ,1,,충청북도 영동군 추풍령면 추풍령로7길5-1 ,,36.2124614366,128.003009023,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 03-L2 ,1,,충청북도 영동군 추풍령면 추풍령로7길 8 ,,36.2117728489,128.002591009,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 04 ,1,,충청북도 영동군 추풍령면 추풍령로7길 10 ,,36.2116228384,128.002855981,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 05 ,1,,충청북도 영동군 추풍령면 추풍령로 7길 18 ,,36.2117287537,128.003551234,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 06 ,1,,충청북도 영동군 추풍령면 추풍령로 7길 22 ,,36.2116834355,128.004226764,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 07 ,1,,충청북도 영동군 추풍령면 추풍령로 7길 28 ,,36.2119174709,128.004687909,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 08 ,1,,충청북도 영동군 추풍령면 추풍령로 7길 32 ,,36.2120568599,128.005259049,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 09 ,1,,충청북도 영동군 추풍령면 추풍령로 7길 40 ,,36.2121776641,128.005896675,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 10 ,1,,충청북도 영동군 추풍령면 추풍령리112-3 ,,36.2124965609,128.006981652,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로7길 11 ,1,,충청북도 영동군 추풍령면 추풍령로 8길 5 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로8길 01 ,1,,충청북도 영동군 추풍령면 추풍령로 8길 9 ,,36.2113546573,128.003457496,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로8길 02 ,1,,충청북도 영동군 추풍령면 추풍령로9길 12 ,,36.2094312542,128.001560347,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로9길 01 ,1,,충청북도 영동군 추풍령면 추풍령로9길 14 ,,36.2094039461,128.001377632,한전주,043-740-3503,충청북도 영동군청,2016-09-23
추풍령로9길 02 ,1,,충청북도 영동군 심천면 탄항길 입구 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탄항길 01 ,1,,충청북도 영동군 심천면 탄항길 27 ,,36.1952858798,127.65468357,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탄항길 02 ,1,,충청북도 영동군 심천면 탄향길 23-8 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탄항길 02-R1 ,1,,충청북도 영동군 심천면 탄항길 27 ,,36.1952858798,127.65468357,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탄항길 03 ,1,,충청북도 영동군 심천면 마곡리512-2 ,,36.1946916896,127.653255505,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탄항길02-L1 ,1,,충청북도 영동군 영동읍 탑선1길 1 ,,36.2121661076,127.827668158,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선1길 01 ,1,,충청북도 영동군 영동읍 탑선1길 3-7 ,,36.2121633999,127.828059569,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선1길 02 ,1,,충청북도 영동군 영동읍 탑선1길 7-1 ,,36.2117808994,127.828117813,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선1길 03 ,1,,충청북도 영동군 영동읍 탑선1길 9 뒤 ,,36.2116285592,127.828254101,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선1길 04 ,1,,충청북도 영동군 영동읍 탑선1길 3-30 ,,36.2113393735,127.828371153,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선1길 05 ,1,,충청북도 영동군 영동읍 탑선1길 15 ,,36.2110266501,127.828243309,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선1길 06 ,1,,충청북도 영동군 영동읍 탑선길 68 ,,36.212809482,127.825851165,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선길 01 ,1,,충청북도 영동군 영동읍 탑선길 75옆 ,,36.2126607907,127.826503489,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선길 02 ,1,,충청북도 영동군 영동읍 탑선길 82옆 ,,36.212219729,127.826690123,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선길 03 ,1,,충청북도 영동군 영동읍 탑선길 77 ,,36.2126059869,127.82660967,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선길 04 ,1,,충청북도 영동군 영동읍 탑선길 83-1 ,,36.2124921365,127.827435837,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선길 04-L1 ,1,,충청북도 영동군 영동읍 탑선길 84옆 ,,36.2119907445,127.8269635,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선길 05 ,1,,충청북도 영동군 영동읍 탑선길 89 ,,36.2116366871,127.827600308,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선길 06 ,1,,충청북도 영동군 영동읍 탑선길 95 ,,36.2113818849,127.827957924,한전주,043-740-3503,충청북도 영동군청,2016-09-23
탑선길 07 ,1,,충청북도 영동군 심천면 태소길 7-26 ,,36.1729106279,127.686321923,한전주,043-740-3503,충청북도 영동군청,2016-09-23
태소길 01 ,1,,충청북도 영동군 심천면 태소길 8 ,,36.1724429466,127.688042884,한전주,043-740-3503,충청북도 영동군청,2016-09-23
태소길 02 ,1,,경상북도 상주시 모서면 ,,36.34247516,127.960078459,한전주,043-740-3503,충청북도 영동군청,2016-09-23
테 ,1,,서울특별시 강남구 논현1동 ,,37.5114706393,127.028552712,한전주,043-740-3503,충청북도 영동군청,2016-09-23
테스트 ,1,,충청북도 영동군 영동읍 ,,36.1711011134,127.776028622,한전주,043-740-3503,충청북도 영동군청,2016-09-23
테슷 ,1,,충청북도 영동군 매곡면 평전1길 15 팽밭경로당앞 ,,36.1864689301,127.961198959,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전1길 01 ,1,,충청북도 영동군 매곡면 평전1길 16-1 우측길 ,,36.1863602266,127.961717891,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전1길 01-R1 ,1,,충청북도 영동군 매곡면 평전1길 16-8 ,,36.1861668438,127.961559893,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전1길 01-R2 ,1,,충청북도 영동군 매곡면 평전1길 21 앞 ,,36.1869496905,127.961929646,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전1길 02 ,1,,충청북도 영동군 매곡면 평전1길 27 앞 ,,36.1872223319,127.962093062,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전1길 03 ,1,,충청북도 영동군 매곡면 평전1길 33 ,,36.1877560203,127.962068463,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전1길 04 ,1,,충청북도 영동군 매곡면 평전2길 9 평전리경로당 ,,36.1818182728,127.968878893,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전2길 01 ,1,,충청북도 영동군 매곡면 평전2길 12-1앞 ,,36.1819488609,127.969222875,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전2길 02 ,1,,충청북도 영동군 매곡면 옥전리 평전2길 20 ,,36.1825878313,127.969106247,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전2길 02-L1  ,1,,충청북도 영동군 매곡면 평전2길 14-13 ,,36.1822564578,127.969964773,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평전2길 03 ,1,,충청북도 영동군 학산면  평촌1길 4 건너 ,,36.1112787484,127.717282772,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평촌1길 01 ,1,,충청북도 영동군 학산면  봉림리427-1번지 ,,36.111106792,127.717103508,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평촌1길 01-L1 ,1,,충청북도 영동군 학산면  평촌1길 13 ,,36.1110710631,127.718253793,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평촌1길 02 ,1,,충청북도 영동군 학산면  평촌1길 18 ,,36.1106013751,127.718431658,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평촌1길 03 ,1,,충청북도 영동군 학산면  평촌1길 23 ,,36.1106900833,127.719267653,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평촌1길 04 ,1,,충청북도 영동군 학산면  평촌2길 1 ,,36.1135029363,127.717276342,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평촌2길 01 ,1,,충청북도 영동군 학산면  평촌2길 3 ,,36.1136556053,127.717064484,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평촌2길 02 ,1,,충청북도 영동군 학산면  평촌2길 12-5 ,,36.1140311563,127.716352627,한전주,043-740-3503,충청북도 영동군청,2016-09-23
평촌2길 03 ,1,,충청북도 영동군 학산면  평촌2길 12-5 ,,36.1140311563,127.716352627,한전주,043-740-3503,충청북도 영동군청,2016-09-23
